RA_ITEMID,ADVNUM,PARCEL,FACEVALUE,BID
6433021,000910,R02777-046,1345.43,
6433022,000911,R02777-050,1210.11,
6433023,000912,R02777-056,1068.76,
6433024,000913,R02777-062,312.63,
6433025,000914,R02777-101,372.89,
6433026,000915,R02777-102,1237.42,
6433027,000916,R02777-108,393.78,
6433029,000918,R02777-122,1416.82,
6433031,000920,R02780-030,1670.51,
6433032,000921,R02782-000,958.43,
6433033,000922,R02785-004,88.33,
6433034,000923,R02786-005,101.07,
6433035,000924,R02788-006,701.89,
6433036,000925,R02788-019,1290.23,
6433037,000926,R02788-028,1110.92,
6433039,000928,R02804-002,109.61,
6433040,000929,R02806-007,70.25,
6433041,000930,R02806-008,178.95,
6433042,000931,R02806-015,2482.42,
6433043,000932,R02806-020,696.34,
6433044,000933,R02806-022,547.21,
6433045,000934,R02806-024,290.59,
6433046,000935,R02808-003,2704.3,
6433047,000936,R02808-005,1074.56,
6433048,000937,R02808-006,718.49,
6433050,000939,R02808-030,1411.27,
6433051,000940,R02810-126,970.12,
6433052,000941,R02810-127,1046.21,
6433053,000942,R02810-129,1294.42,
6433055,000944,R02810-147,335.82,
6433056,000945,R02810-150,560.74,
6433057,000946,R02810-151,1082.96,
6433058,000947,R02810-152,572.19,
6433059,000948,R02810-311,1104.37,
6433060,000949,R02810-314,796.91,
6433061,000950,R02810-316,1037.29,
6433062,000951,R02810-320,814.33,
6433063,000952,R02811-004,3542.83,
6433068,000957,R02815-016,967.45,
6433069,000958,R02815-018,1334.91,
6433070,000959,R02817-007,857.03,
6433072,000961,R02818-111,955.33,
6433073,000962,R02818-113,1395.47,
6433074,000963,R02818-123,1504.38,
6433075,000964,R02820-010,980.84,
6433079,000968,R02850-001,3455.24,
6433080,000969,R02850-005,732.28,
6433081,000970,R02851-000,1344.54,
6433082,000971,R02853-003,146.53,
6433083,000972,R02856-001,758.03,
6433084,000973,R02856-002,777.13,
6433085,000974,R02860-004,1386.68,
6433086,000975,R02860-006,564.19,
6433087,000976,R02860-011,565.99,
6433088,000977,R02861-001,1947.19,
6433089,000978,R02862-102,2458.22,
6433090,000979,R02862-103,2270.52,
6433091,000980,R02862-104,819.67,
6433092,000981,R02862-201,1280.23,
6433093,000982,R02866-000,48.77,
6433094,000983,R02867-000,751.47,
6433095,000984,R02883-000,560.74,
6433096,000985,R02885-002,1286.97,
6433097,000986,R02888-000,2390.54,
6433098,000987,R02896-001,886.01,
6433099,000988,R02897-002,1098.62,
6433100,000989,R02901-002,1103.99,
6433101,000990,R02901-005,1401.95,
6433102,000991,R02905-131,2599.91,
6433103,000992,R02905-171,3258.18,
6433104,000993,R02905-209,3621.38,
6433106,000995,R02905-330,1243.43,
6433108,000997,R02911-121,2915.55,
6433109,000998,R02911-334,4103.83,
6433111,001000,R02919-016,48.05,
6433112,001001,R02935-003,424.12,
6433113,001002,R02935-027,3233.72,
6433114,001003,R02935-041,329.09,
6433115,001004,R02935-151,728.05,
6433116,001005,R02935-165,424.12,
6433120,001009,R02942-016,556.64,
6433121,001010,R02950-013,2852.38,
6433122,001011,R02951-001,37.55,
6433123,001012,R02951-112,448.83,
6433124,001013,R02952-209,3243.25,
6433125,001014,R02954-000,394.37,
6433126,001015,R02956-000,916.14,
6433127,001016,R02958-000,4758.03,
6433128,001017,R02958-002,41.73,
6433129,001018,R02960-002,193.19,
6433130,001019,R02964-001,231.79,
6433132,001021,R02977-008,1018.51,
6433133,001022,R02980-000,55.5,
6433134,001023,R02985-002,121.15,
6433135,001024,R02985-003,953.7,
6433136,001025,R02986-006,986.19,
6433138,001027,R02991-003,940.41,
6433139,001028,R02994-009,2728.21,
6433141,001030,R03010-001,1511.17,
6433144,001033,R03023-395,2141.07,
6433145,001034,R03023-524,397.61,
6433148,001037,R03023-532,3894.41,
6433149,001038,R03025-031,46.01,
6433150,001039,R03025-107,39.81,
6433151,001040,R03026-105,418.87,
6433152,001041,R03026-106,418.87,
6433153,001042,R03026-116,589.82,
6433154,001043,R03032-000,955.02,
6433156,001045,R03039-002,171.91,
6433157,001046,R03041-001,1294.81,
6433160,001049,R03041-023,2322.87,
6433161,001050,R03047-001,856.92,
6433162,001051,R03048-002,424.12,
6433163,001052,R03050-012,1492.01,
6433165,001054,R03054-109,1853.1,
6433166,001055,R03055-106,1641.2,
6433168,001057,R03059-023,506.64,
6433169,001058,R03062-221,715.24,
6433170,001059,R03072-007,560.74,
6433171,001060,R03072-010,57.58,
6433172,001061,R03072-011,57.58,
6433173,001062,R03072-015,62.83,
6433174,001063,R03076-001,257.61,
6433175,001064,R03076-003,1439.35,
6433176,001065,R03076-015,179.85,
6433177,001066,R03077-018,237.04,
6433179,001068,R03079-023,1945.23,
6433180,001069,R03079-029,1411.95,
6433181,001070,R03079-084,1199.05,
6433182,001071,R03079-086,1984.53,
6433183,001072,R03080-002,2390.17,
6433184,001073,R03081-000,3082.07,
6433187,001076,R03086-008,535.98,
6433189,001078,R03086-204,832.19,
6433190,001079,R03086-206,2271.13,
6433193,001082,R03086-214,1494.06,
6433194,001083,R03086-219,560.74,
6433196,001085,R03086-222,285.08,
6433197,001086,R03087-105,950.27,
6433198,001087,R03087-111,432.03,
6433199,001088,R03087-131,426.78,
6433201,001090,R03090-106,1182.26,
6433202,001091,R03090-119,2231.53,
6433205,001094,R03091-002,1192.85,
6433206,001095,R03091-003,760.5,
6433207,001096,R03097-001,680.39,
6433209,001098,R03100-002,2269.97,
6433210,001099,R03100-102,978.05,
6433211,001100,R03104-015,978.7,
6433212,001101,R03104-019,349.39,
6433214,001103,R03114-004,152.52,
6433215,001104,R03115-006,565.99,
6433216,001105,R03116-003,1308.26,
6433217,001106,R03116-026,1198.52,
6433219,001108,R03117-129,564.02,
6433220,001109,R03122-001,1135.84,
6433221,001110,R03124-108,156.52,
6433222,001111,R03134-000,749.84,
6433223,001112,R03134-001,930.5,
6433224,001113,R03153-033,3737.14,
6433226,001115,R03155-106,565.99,
6433227,001116,R03160-000,3105.48,
6433228,001117,R03164-000,5555.59,
6433229,001118,R03165-000,3308.63,
6433230,001119,R03170-000,2390.29,
6433231,001120,R03181-002,825.81,
6433232,001121,R03185-013,2073.32,
6433234,001123,R03185-023,1421.9,
6433235,001124,R03185-024,1409.54,
6433237,001126,R03199-226,1092.98,
6433238,001127,R03199-309,1450.15,
6433239,001128,R03199-320,1291.12,
6433241,001130,R03199-481,2973.13,
6433243,001132,R03211-001,69.53,
6433245,001134,R03215-004,3007.46,
6433246,001135,R03215-009,2448.49,
6433247,001136,R03215-011,1142.41,
6433248,001137,R03216-019,1291.33,
6433249,001138,R03216-023,938.26,
6433250,001139,R03216-025,862.63,
6433251,001140,R03217-000,2769.05,
6433252,001141,R03236-108,1011.63,
6433258,001147,R03252-005,964.38,
6433259,001148,R03252-104,610.91,
6433260,001149,R03252-109,894.46,
6433261,001150,R03252-110,711.68,
6433262,001151,R03253-000,369.83,
6433263,001152,R03265-103,1644.87,
6433264,001153,R03265-120,1161.14,
6433265,001154,R03265-213,2833.28,
6433266,001155,R03265-219,1725.06,
6433268,001157,R03265-503,1030.57,
6433269,001158,R03271-011,300.1,
6433270,001159,R03272-005,962.05,
6433271,001160,R03273-007,1490.64,
6433272,001161,R03273-008,981.27,
6433273,001162,R03274-048,1225.69,
6433274,001163,R03276-002,5045.95,
6433275,001164,R03276-105,2720.42,
6433276,001165,R03281-003,3200.99,
6433277,001166,R03282-013,884.72,
6433278,001167,R03282-015,1744.01,
6433280,001169,R03297-000,3004.64,
6433281,001170,R03298-001,1532.8,
6433282,001171,R03298-002,2212.05,
6433284,001173,R03322-005,1118.84,
6433285,001174,R03322-008,1818.14,
6433286,001175,R03328-000,3513.85,
6433289,001178,R03345-000,2201.43,
6433290,001179,R03389-004,888.05,
6433291,001180,R03389-009,529.25,
6433292,001181,R03390-010,893.5,
6433293,001182,R03390-032,5173.37,
6433294,001183,R03397-021,5024.12,
6433295,001184,R03397-104,485.2,
6433296,001185,R03397-108,780.91,
6433299,001188,R03401-002,10286.09,
6433300,001189,R03401-101,965.61,
6433301,001190,R03401-104,1163.68,
6433302,001191,R03401-110,1785.05,
6433303,001192,R03401-116,248.1,
6433304,001193,R03405-125,1621.77,
6433305,001194,R03405-255,3603.29,
6433306,001195,R03405-262,1512.52,
6433307,001196,R03406-209,591.91,
6433308,001197,R03411-000,1668.02,
6433309,001198,R03411-001,560.74,
6433310,001199,R03424-000,1398.39,
6433311,001200,R03425-003,1124.35,
6433312,001201,R03425-004,636.73,
6433313,001202,R03427-009,209.73,
6433314,001203,R03444-015,1980.08,
6433315,001204,R03452-000,42.16,
6433316,001205,R03455-005,1501.32,
6433317,001206,R03455-009,726.23,
6433318,001207,R03455-012,3442.15,
6433319,001208,R03455-013,1329.65,
6433320,001209,R03455-014,1787.5,
6433321,001210,R03456-008,75.58,
6433322,001211,R03457-013,1767.4,
6433323,001212,R03457-024,307.29,
6433324,001213,R03458-010,1578.66,
6433326,001215,R03463-004,1974.43,
6433327,001216,R03466-001,79.25,
6433328,001217,R03471-035,3066.66,
6433329,001218,R03477-002,303.54,
6433330,001219,R03480-003,938.23,
6433331,001220,R03480-004,2202.05,
6433336,001225,R03487-024,944.61,
6433337,001226,R03487-025,638.8,
6433339,001228,R03490-001,1092.52,
6433340,001229,R03490-028,1697.25,
6433341,001230,R03490-045,397.68,
6433342,001231,R03496-104,1635.36,
6433343,001232,R03496-105,2067.55,
6433344,001233,R03497-106,512.07,
6433345,001234,R03497-112,1050.05,
6433347,001236,R03514-000,164.16,
6433348,001237,R03515-000,1523.39,
6433349,001238,R03516-000,1078.79,
6433351,001240,R03517-001,34.88,
6433352,001241,R03522-012,1370.78,
6433354,001243,R03523-000,39.64,
6433355,001244,R03525-002,1080.48,
6433356,001245,R03525-207,1081.17,
6433358,001247,R03529-123,977.39,
6433359,001248,R03529-124,583.75,
6433360,001249,R03529-130,673.07,
6433361,001250,R03540-000,308.43,
6433362,001251,R03543-000,620.09,
6433363,001252,R03558-000,1905.76,
6433365,001254,R03564-109,1971.08,
6433367,001256,R03581-000,2204.06,
6433368,001257,R03581-001,741.54,
6433369,001258,R03582-002,1626.28,
6433370,001259,R03582-009,1360.95,
6433371,001260,R03585-005,1162.87,
6433372,001261,R03585-006,1412.21,
6433373,001262,R03589-012,612.03,
6433374,001263,R03589-018,2881.61,
6433375,001264,R03589-019,700.4,
6433376,001265,R03590-000,1553.59,
6433377,001266,R03601-002,560.74,
6433378,001267,R03601-003,544.54,
6433379,001268,R03604-003,2701.56,
6433381,001270,R03612-015,780.36,
6433383,001272,R03620-001,1152.85,
6433385,001274,R03621-022,1070.33,
6433386,001275,R03621-998,39.02,
6433387,001276,R03621-999,49.52,
6433389,001278,R03622-023,2304.28,
6433390,001279,R03622-026,859.13,
6433391,001280,R03622-103,1124.51,
6433392,001281,R03622-106,604.47,
6433393,001282,R03623-006,560.74,
6433395,001284,R03623-012,1301.66,
6433396,001285,R03623-019,286.49,
6433397,001286,R03623-023,386.39,
6433398,001287,R03623-024,1521.37,
6433399,001288,R03623-025,1843.74,
6433401,001290,R03626-045,1641.89,
6433402,001291,R03626-054,1183.17,
6433403,001292,R03626-055,1490.48,
6433404,001293,R03626-057,822.06,
6433405,001294,R03626-068,1038.58,
6433407,001296,R03626-075,426.17,
6433408,001297,R03626-082,560.74,
6433409,001298,R03626-097,599.72,
6433410,001299,R03626-100,1197.4,
6433411,001300,R03626-113,3037.32,
6433413,001302,R03626-126,1310.25,
6433414,001303,R03626-136,1126.51,
6433415,001304,R03626-160,1112.57,
6433416,001305,R03626-167,453.67,
6433417,001306,R03626-183,565.99,
6433418,001307,R03626-303,628.56,
6433419,001308,R03626-305,1327.42,
6433420,001309,R03626-308,803.47,
6433421,001310,R03626-317,1028.37,
6433422,001311,R03626-323,2064.11,
6433423,001312,R03642-102,702.43,
6433424,001313,R03642-103,616.16,
6433425,001314,R03653-003,2837.85,
6433426,001315,R03667-000,1391.86,
6433427,001316,R03667-007,579.02,
6433428,001317,R03671-001,956.38,
6433429,001318,R03671-011,1413.07,
6433430,001319,R03671-020,601.28,
6433431,001320,R03671-024,712.63,
6433432,001321,R03671-027,1830.29,
6433433,001322,R03671-034,1186.91,
6433434,001323,R03693-101,315.99,
6433435,001324,R03693-105,1000.23,
6433436,001325,R03693-120,781.53,
6433437,001326,R03693-121,768.53,
6433438,001327,R03702-001,2223.83,
6433441,001330,R03705-003,202.24,
6433443,001332,R03706-013,255.56,
6433444,001333,R03707-028,1674.97,
6433445,001334,R03707-030,1212.59,
6433446,001335,R03707-031,1386.41,
6433447,001336,R03707-101,771.96,
6433448,001337,R03707-107,1565.48,
6433449,001338,R03707-207,279.19,
6433450,001339,R03707-307,363.83,
6433451,001340,R03717-105,1743.67,
6433452,001341,R03717-114,747.9,
6433453,001342,R03717-133,630.3,
6433454,001343,R03717-134,495.61,
6433455,001344,R03717-137,4257.68,
6433456,001345,R03717-139,1816.91,
6433457,001346,R03717-204,1364.43,
6433458,001347,R03717-208,1984.02,
6433461,001350,R03737-126,1918.33,
6433463,001352,R03738-011,449.27,
6433464,001353,R03738-012,1630.58,
6433465,001354,R03738-019,1436.88,
6433466,001355,R03738-025,1058.72,
6433467,001356,R03744-103,1425.98,
6433468,001357,R03744-105,716.77,
6433471,001360,R03744-305,2755.42,
6433472,001361,R03744-313,1794.19,
6433473,001362,R03744-320,2157.14,
6433474,001363,R03744-416,1976.59,
6433476,001365,R03745-103,965.3,
6433478,001367,R03745-205,1139.96,
6433480,001369,R03745-306,2637.12,
6433481,001370,R03745-308,628.6,
6433482,001371,R03751-101,610.91,
6433483,001372,R03751-102,1053.82,
6433484,001373,R03751-319,2230.04,
6433485,001374,R03751-323,544.32,
6433486,001375,R03752-207,846.33,
6433487,001376,R03752-210,5712.21,
6433488,001377,R03752-211,610.91,
6433489,001378,R03752-214,1344.51,
6433490,001379,R03752-402,3482.45,
6433491,001380,R03752-405,659.67,
6433492,001381,R03752-411,1150.6,
6433493,001382,R03752-417,3529.49,
6433494,001383,R03752-418,1302.42,
6433495,001384,R03752-419,670.65,
6433496,001385,R03752-423,1139.98,
6433497,001386,R03752-424,483.26,
6433498,001387,R03752-425,1185.45,
6433499,001388,R03755-108,1221.72,
6433500,001389,R03755-110,334.68,
6433501,001390,R03761-131,6938.39,
6433502,001391,R03766-114,803.41,
6433504,001393,R03766-139,1133.73,
6433505,001394,R03766-149,3820.91,
6433506,001395,R03766-156,79.01,
6433507,001396,R03766-157,885.52,
6433508,001397,R03766-158,1751.74,
6433509,001398,R03767-121,616.16,
6433510,001399,R03767-307,1096.99,
6433511,001400,R03767-315,382.83,
6433512,001401,R03770-001,988.76,
6433513,001402,R03770-003,1216.25,
6433514,001403,R03770-005,178.46,
6433515,001404,R03773-002,925.32,
6433516,001405,R03773-005,1084.36,
6433517,001406,R03777-005,390.29,
6433518,001407,R03780-003,1420.64,
6433519,001408,R03784-101,746.21,
6433520,001409,R03784-102,692.56,
6433521,001410,R03784-119,1426.93,
6433522,001411,R03784-120,801.42,
6433524,001413,R03789-001,2962.28,
6433525,001414,R03789-002,2334.93,
6433526,001415,R03789-103,1469.46,
6433528,001417,R03796-000,128.89,
6433529,001418,R03813-000,376.64,
6433531,001420,R03814-001,153.53,
6433532,001421,R03814-108,174.57,
6433535,001424,R03815-156,934.87,
6433536,001425,R03816-102,1531.07,
6433537,001426,R03816-114,2008.12,
6433539,001428,R03816-122,1936.67,
6433540,001429,R03816-124,2794.85,
6433541,001430,R03816-127,1065.71,
6433542,001431,R03816-128,902.25,
6433543,001432,R03816-305,659.59,
6433544,001433,R03816-306,1424.13,
6433545,001434,R03816-307,1156.1,
6433546,001435,R03816-411,964.38,
6433547,001436,R03817-104,2916.48,
6433549,001438,R03817-112,560.74,
6433550,001439,R03818-105,694.74,
6433551,001440,R03818-113,1574.23,
6433552,001441,R03818-122,523.12,
6433553,001442,R03818-146,1285.66,
6433554,001443,R03818-168,958.31,
6433555,001444,R03818-184,528.37,
6433556,001445,R03818-221,1074.97,
6433557,001446,R03818-224,974.64,
6433558,001447,R03824-006,2507.2,
6433559,001448,R03832-203,1465.52,
6433560,001449,R03832-214,1588.07,
6433561,001450,R03832-228,1598.89,
6433562,001451,R03832-231,1288.34,
6433564,001453,R03842-006,1074.43,
6433565,001454,R03844-003,64.5,
6433567,001456,R03847-009,2984.4,
6433568,001457,R03865-015,635.54,
6433569,001458,R03865-016,603.94,
6433570,001459,R03865-029,2371.44,
6433571,001460,R03865-030,521.59,
6433572,001461,R03865-034,371.28,
6433574,001463,R03869-001,36.37,
6433576,001465,R03872-000,2313.85,
6433577,001466,R03873-000,161.19,
6433578,001467,R03874-000,248.29,
6433579,001468,R03876-104,1701.14,
6433580,001469,R03876-106,795.62,
6433581,001470,R03876-107,1729.41,
6433585,001474,R03899-109,1241.22,
6433586,001475,R03900-001,1981.81,
6433587,001476,R03902-001,1125.29,
6433588,001477,R03903-002,638.78,
6433589,001478,R03904-001,926.93,
6433590,001479,R03930-000,3390.88,
6433591,001480,R03935-002,929.92,
6433592,001481,R03938-000,1971.37,
6433593,001482,R03943-002,1589.71,
6433594,001483,R03943-005,2356.43,
6433595,001484,R03943-006,991.72,
6433596,001485,R03943-012,1054.84,
6433597,001486,R03944-103,652.83,
6433598,001487,R03949-003,703.65,
6433599,001488,R03950-000,1963.9,
6433601,001490,R03951-106,775.66,
6433602,001491,R03951-107,775.66,
6433603,001492,R03951-119,780.91,
6433605,001494,R03951-124,772.22,
6433607,001496,R03951-127,780.91,
6433608,001497,R03951-133,772.22,
6433609,001498,R03964-000,1589.94,
6433611,001500,R03966-003,1458.97,
6433612,001501,R03969-002,3130.47,
6433615,001504,R03970-040,449.32,
6433617,001506,R03972-005,84.19,
6433618,001507,R03972-009,1011.26,
6433619,001508,R03972-010,1149.49,
6433620,001509,R03972-011,1342.41,
6433622,001511,R03977-001,634.3,
6433623,001512,R03980-000,43.58,
6433624,001513,R03993-000,2698.34,
6433625,001514,R03993-002,1255.88,
6433627,001516,R03997-001,783.4,
6433628,001517,R03999-001,2903.17,
6433629,001518,R04001-105,955.51,
6433630,001519,R04001-111,4183.06,
6433631,001520,R04001-112,1060.88,
6433632,001521,R04002-019,83.46,
6433634,001523,R04006-001,340.01,
6433635,001524,R04006-002,225.07,
6433636,001525,R04006-003,560.74,
6433637,001526,R04006-018,238.58,
6433640,001529,R04009-000,78.71,
6433641,001530,R04016-000,1565.46,
6433642,001531,R04016-004,3522.9,
6433643,001532,R04024-001,1690.43,
6433644,001533,R04024-009,308.26,
6433646,001535,R04031-000,284.33,
6433647,001536,R04040-000,53.89,
6433648,001537,R04042-000,234.74,
6433649,001538,R04045-000,688.12,
6433651,001540,R04050-002,1764.25,
6433652,001541,R04056-000,78.95,
6433655,001544,R04059-005,172.84,
6433659,001548,R04059-205,3150.58,
6433660,001549,R04059-252,261.19,
6433661,001550,R04059-254,14525.24,
6433662,001551,R04060-106,2919.68,
6433663,001552,R04060-108,261.19,
6433665,001554,R04060-135,299.39,
6433666,001555,R04063-009,1462.49,
6433667,001556,R04063-011,59.34,
6433668,001557,R04065-001,2693.48,
6433669,001558,R04066-008,1918.94,
6433671,001560,R04066-029,576.07,
6433672,001561,R04066-032,568.21,
6433675,001564,R04070-017,2840.66,
6433677,001566,R04074-110,1460.28,
6433678,001567,R04075-007,1221.42,
6433679,001568,R04076-127,1090.07,
6433680,001569,R04076-129,2600.81,
6433681,001570,R04076-145,989.11,
6433682,001571,R04088-000,130.68,
6433683,001572,R04091-000,122.48,
6433684,001573,R04092-000,920.08,
6433686,001575,R04096-010,2371.98,
6433688,001577,R04098-001,1067.53,
6433689,001578,R04101-000,343.81,
6433690,001579,R04102-000,1174.62,
6433691,001580,R04103-008,1436.59,
6433694,001583,R04108-016,814.45,
6433695,001584,R04108-017,798.84,
6433696,001585,R04108-018,155.72,
6433697,001586,R04111-102,417.08,
6433698,001587,R04111-110,4757.62,
6433699,001588,R04111-114,1279.36,
6433701,001590,R04120-099,67.64,
6433702,001591,R04128-000,2875.89,
6433705,001594,R04129-112,746.38,
6433706,001595,R04131-003,215.91,
6433707,001596,R04137-016,2754.88,
6433708,001597,R04138-105,2482.01,
6433709,001598,R04138-106,3740.38,
6433711,001600,R04141-000,863.85,
6433712,001601,R04143-105,478.01,
6433713,001602,R04143-108,736.48,
6433714,001603,R04145-001,1244.57,
6433716,001605,R04146-004,1203.21,
6433717,001606,R04146-100,33.19,
6433718,001607,R04147-002,3125.33,
6433719,001608,R04149-113,439.13,
6433721,001610,R04149-501,1180.62,
6433722,001611,R04149-502,1561.33,
6433724,001613,R04149-510,954.76,
6433727,001616,R04149-708,565.99,
6433728,001617,R04149-712,1417.51,
6433729,001618,R04149-713,1176.52,
6433730,001619,R04160-000,1054.08,
6433731,001620,R04162-002,1742.64,
6433732,001621,R04163-002,238.96,
6433733,001622,R04168-000,1879.07,
6433735,001624,R04171-003,1640.85,
6433736,001625,R04175-002,378.77,
6433737,001626,R04176-000,184.03,
6433738,001627,R04182-952,261.71,
6433740,001629,R04184-118,1434.18,
6433741,001630,R04184-119,782.18,
6433742,001631,R04184-120,617.3,
6433743,001632,R04184-131,612.16,
6433744,001633,R04184-134,790.71,
6433745,001634,R04184-137,564.11,
6433746,001635,R04184-314,692.18,
6433747,001636,R04187-000,1853.94,
6433748,001637,R04189-002,1098.24,
6433751,001640,R04190-014,1819.64,
6433752,001641,R04190-020,943.76,
6433753,001642,R04193-013,125.35,
6433754,001643,R04197-008,37.55,
6433755,001644,R04202-006,1670.6,
6433756,001645,R04202-014,695.61,
6433758,001647,R04203-001,703.06,
6433760,001649,R04203-017,1005.85,
6433762,001651,R04211-008,1364.84,
6433763,001652,R04213-007,59.01,
6433764,001653,R04226-113,1406.47,
6433765,001654,R04226-133,890.4,
6433767,001656,R04226-161,1038.46,
6433768,001657,R04226-168,1461.88,
6433769,001658,R04226-223,884.03,
6433770,001659,R04227-000,1058.68,
6433771,001660,R04232-006,737.53,
6433772,001661,R04232-013,786.65,
6433773,001662,R04233-002,7690.66,
6433775,001664,R04236-020,2353.72,
6433776,001665,R04236-032,806.39,
6433777,001666,R04236-054,415.23,
6433778,001667,R04236-055,415.23,
6433779,001668,R04236-057,488.72,
6433780,001669,R04236-063,1251.28,
6433781,001670,R04236-084,1696.49,
6433783,001672,R04236-126,1994.56,
6433784,001673,R04236-161,1899.47,
6433785,001674,R04236-228,285.48,
6433786,001675,R04236-999,38.27,
6433787,001676,R04238-001,204.69,
6433788,001677,R04238-009,708.63,
6433789,001678,R04238-022,955.91,
6433790,001679,R04240-001,252.77,
6433791,001680,R04242-000,128.89,
6433792,001681,R04243-000,128.89,
6433793,001682,R04252-000,1293.08,
6433794,001683,R04254-000,2687.83,
6433795,001684,R04259-004,128.89,
6433797,001686,R04264-002,816.16,
6433798,001687,R04266-003,174.51,
6433799,001688,R04266-005,103.24,
6433800,001689,R04266-006,108.49,
6433801,001690,R04273-001,9244.82,
6433802,001691,R04277-001,1080.47,
6433803,001692,R04283-004,1253.44,
6433804,001693,R04283-008,1240.17,
6433805,001694,R04284-001,243.04,
6433806,001695,R04285-001,1002.82,
6433807,001696,R04285-006,826.22,
6433808,001697,R04287-001,703,
6433809,001698,R04288-001,1005.98,
6433810,001699,R04288-002,3473.94,
6433811,001700,R04291-006,850.67,
6433812,001701,R04291-027,313.46,
6433813,001702,R04292-000,1562.39,
6433814,001703,R04294-000,1845.48,
6433815,001704,R04300-008,589.48,
6433816,001705,R04308-001,2088.04,
6433817,001706,R04308-002,90.01,
6433818,001707,R04308-003,382.94,
6433820,001709,R04310-000,2301.14,
6433821,001710,R04313-019,881.81,
6433822,001711,R04315-000,2991.81,
6433823,001712,R04315-003,964.34,
6433824,001713,R04317-133,669.93,
6433825,001714,R04317-137,963.46,
6433826,001715,R04318-000,46.28,
6433827,001716,R04318-125,2087.21,
6433828,001717,R04321-020,3426.3,
6433829,001718,R04321-036,1402.72,
6433830,001719,R04321-050,946.63,
6433832,001721,R04321-065,2066.39,
6433833,001722,R04321-070,1160.41,
6433836,001725,R04323-007,952.81,
6433837,001726,R04323-023,1850.04,
6433838,001727,R04323-034,982.16,
6433839,001728,R04323-037,942.08,
6433840,001729,R04323-038,1049.29,
6433841,001730,R04324-102,993.53,
6433842,001731,R04328-000,677.69,
6433843,001732,R04328-004,2120.9,
6433844,001733,R04328-012,920.1,
6433845,001734,R04338-001,2804.03,
6433847,001736,R04351-014,1000.11,
6433848,001737,R04351-016,1529.88,
6433852,001741,R04386-000,103.7,
6433855,001744,R04460-103,805.44,
6433856,001745,R04460-111,1234.81,
6433859,001748,R04493-009,39.76,
6433860,001749,R04501-005,3914.49,
6433861,001750,R04503-001,432.41,
6433862,001751,R04503-002,2202.22,
6433863,001752,R04508-001,923.85,
6433864,001753,R04508-010,941.95,
6433865,001754,R04508-011,1648.79,
6433866,001755,R04533-001,493.06,
6433867,001756,R04537-000,196.42,
6433868,001757,R04554-000,6602.19,
6433869,001758,R04554-002,278.63,
6433870,001759,R04556-001,1229.76,
6433871,001760,R04557-000,244.73,
6433872,001761,R04560-005,1275.37,
6433874,001763,R04576-002,1049.14,
6433875,001764,R04576-005,174.51,
6433876,001765,R04583-001,86,
6433877,001766,R04583-005,965.11,
6433878,001767,R04595-103,634.66,
6433879,001768,R04595-119,53.62,
6433880,001769,R04610-000,1528.53,
6433881,001770,R04611-000,233.52,
6433882,001771,R04611-002,2380.01,
6433883,001772,R04613-003,1387.63,
6433884,001773,R04613-004,1892.24,
6433885,001774,R04613-007,147.99,
6433886,001775,R04620-002,603.13,
6433888,001777,R04628-001,333.32,
6433889,001778,R04628-002,560.74,
6433890,001779,R04633-005,377.5,
6433891,001780,R04641-000,1301.1,
6433892,001781,R04643-002,514.82,
6433893,001782,R04659-003,654.82,
6433894,001783,R04659-008,119.56,
6433896,001785,R04659-015,1202.06,
6433897,001786,R04659-017,239.47,
6433898,001787,R04659-030,1654.71,
6433899,001788,R04659-031,3642.61,
6433900,001789,R04659-035,929.58,
6433901,001790,R04659-038,1335.14,
6433902,001791,R04662-000,254.46,
6433903,001792,R04665-002,179.84,
6433904,001793,R04665-005,147.22,
6433905,001794,R04665-007,734.75,
6433906,001795,R04665-009,94.24,
6433907,001796,R04667-000,400.21,
6433908,001797,R04667-001,158.29,
6433909,001798,R04667-006,400.21,
6433910,001799,R04677-112,1528.38,
6433911,001800,R04677-113,822.04,
6433913,001802,R04680-000,1688.02,
6433914,001803,R04683-000,352.84,
6433916,001805,R04705-001,414.45,
6433917,001806,R04709-003,1174.13,
6433918,001807,R04709-008,2893.7,
6433919,001808,R04713-000,2141.03,
6433920,001809,R04714-000,283.03,
6433921,001810,R04717-002,1018.73,
6433922,001811,R04717-005,91.62,
6433924,001813,R04722-004,1332.79,
6433926,001815,R04722-011,594.63,
6433927,001816,R04722-014,1408.06,
6433928,001817,R04722-019,5190.16,
6433930,001819,R04736-001,64.95,
6433931,001820,R04736-107,566.19,
6433932,001821,R04736-108,574.13,
6433933,001822,R04737-004,983.45,
6433934,001823,R04755-000,125.38,
6433935,001824,R04755-006,1426.32,
6433936,001825,R04778-000,981.92,
6433937,001826,R04783-000,937.03,
6433938,001827,R04787-001,94.17,
6433939,001828,R04787-002,1536.79,
6433940,001829,R04795-000,1122.75,
6433943,001832,R04801-001,201.53,
6433945,001834,R04801-005,2015.22,
6433947,001836,R04809-000,3410.56,
6433948,001837,R04814-000,288.91,
6433949,001838,R04814-003,1015.65,
6433950,001839,R04814-007,136.65,
6433951,001840,R04814-009,116.49,
6433952,001841,R04814-010,114.2,
6433953,001842,R04820-003,45.95,
6433955,001844,R04821-002,132.11,
6433958,001847,R04821-007,70.79,
